method_code,path_depth,path_length,has_auth,auth_token_length,auth_token_entropy,status_code,is_2xx,is_4xx,is_5xx,response_ms,hour,is_admin_path,is_debug_path,is_auth_endpoint,bola_suspected,payload_length,payload_entropy,has_special_chars,sqli_density,xss_density,cmd_injection_score,path_traversal_score,ssrf_score,mass_assignment_score,prompt_injection_score,query_param_count,query_length,header_count,is_burst_request,user_agent_suspicious,body_json_depth,label_id,label_name
1.0,2.0,16.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,31.863,23.0,0.0,0.0,0.0,0.0,28.0,3.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.0,0.0,0.0,1.0,0,normal
1.0,2.0,14.0,0.0,0.0,0.0,401.0,0.0,1.0,0.0,64.327,21.0,0.0,0.0,1.0,0.0,80.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,14,credential_stuffing
0.0,1.0,39.0,0.0,40.0,3.8,400.0,0.0,1.0,0.0,366.355,12.0,0.0,0.0,0.0,0.0,150.0,4.888,5.0,0.809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,7.0,0.0,1.0,1.0,5,sql_injection
0.0,2.0,37.0,1.0,0.0,0.0,400.0,0.0,1.0,0.0,113.411,12.0,0.0,0.0,0.0,0.0,55.0,3.7,4.0,0.0,0.0,0.973,0.0,0.0,0.0,0.0,1.0,39.0,6.0,0.0,1.0,1.0,9,command_injection
1.0,2.0,22.0,0.0,0.0,0.0,401.0,0.0,1.0,0.0,13.283,19.0,0.0,0.0,1.0,0.0,50.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,0.0,0.0,1.0,2,jwt_bypass
0.0,1.0,69.0,1.0,40.0,3.8,200.0,1.0,0.0,0.0,85.552,4.0,0.0,0.0,0.0,0.0,176.0,4.842,5.0,0.798,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,7.0,0.0,0.0,1.0,5,sql_injection
4.0,3.0,28.0,1.0,64.0,4.4,200.0,1.0,0.0,0.0,452.559,20.0,0.0,0.0,0.0,0.0,206.0,4.266,0.0,0.0,0.0,0.0,0.0,0.0,0.888,0.0,0.0,0.0,9.0,0.0,0.0,2.0,11,mass_assignment
0.0,8.0,100.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,2.736,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.986,0.0,0.0,0.0,1.0,34.0,6.0,0.0,0.0,0.0,7,path_traversal
1.0,2.0,14.0,0.0,0.0,0.0,401.0,0.0,1.0,0.0,29.174,11.0,0.0,0.0,1.0,0.0,80.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,14,credential_stuffing
0.0,2.0,20.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,40.803,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4,debug_access
0.0,4.0,36.0,1.0,164.0,4.359,200.0,1.0,0.0,0.0,99.977,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0,normal
1.0,1.0,7.0,1.0,95.0,3.505,200.0,1.0,0.0,0.0,91.95,4.0,0.0,0.0,0.0,0.0,247.0,3.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,0,normal
1.0,4.0,28.0,1.0,111.0,4.733,200.0,1.0,0.0,0.0,18.765,5.0,0.0,0.0,0.0,0.0,393.0,3.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0,normal
0.0,2.0,14.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,7.343,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,13,shadow_api
1.0,1.0,10.0,1.0,109.0,4.24,200.0,1.0,0.0,0.0,133.143,14.0,0.0,0.0,0.0,0.0,140.0,3.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0,normal
0.0,2.0,14.0,1.0,47.0,4.38,200.0,1.0,0.0,0.0,151.957,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,normal
0.0,3.0,30.0,0.0,0.0,0.0,204.0,1.0,0.0,0.0,1.292,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0,normal
0.0,8.0,39.0,1.0,0.0,0.0,404.0,0.0,1.0,0.0,78.118,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.984,0.0,0.0,0.0,1.0,30.0,6.0,0.0,0.0,0.0,7,path_traversal
0.0,3.0,26.0,0.0,0.0,0.0,401.0,0.0,1.0,0.0,10.238,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3,admin_access
0.0,1.0,11.0,0.0,0.0,0.0,201.0,1.0,0.0,0.0,542.914,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0,normal
1.0,3.0,18.0,0.0,0.0,0.0,404.0,0.0,1.0,0.0,14.819,13.0,0.0,0.0,0.0,0.0,23.0,3.643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0,normal
0.0,2.0,20.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,9.623,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0,normal
0.0,4.0,44.0,1.0,100.0,4.492,401.0,0.0,1.0,0.0,78.549,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,0.0,0.0,0,normal
0.0,2.0,25.0,1.0,64.0,4.2,200.0,1.0,0.0,0.0,134.178,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1,bola
0.0,8.0,67.0,0.0,0.0,0.0,404.0,0.0,1.0,0.0,38.871,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.814,0.0,0.0,0.0,1.0,47.0,6.0,0.0,0.0,0.0,7,path_traversal
1.0,2.0,19.0,0.0,0.0,0.0,401.0,0.0,1.0,0.0,55.87,16.0,0.0,0.0,1.0,0.0,50.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,0.0,0.0,1.0,2,jwt_bypass
1.0,2.0,14.0,0.0,0.0,0.0,401.0,0.0,1.0,0.0,22.839,18.0,0.0,0.0,1.0,0.0,80.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,14,credential_stuffing
0.0,2.0,18.0,1.0,177.0,4.771,200.0,1.0,0.0,0.0,18.52,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,normal
1.0,3.0,15.0,1.0,178.0,4.305,200.0,1.0,0.0,0.0,39.212,11.0,0.0,0.0,0.0,0.0,165.0,2.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,10.0,0.0,0.0,1.0,0,normal
1.0,4.0,32.0,1.0,127.0,3.598,200.0,1.0,0.0,0.0,181.74,22.0,0.0,0.0,0.0,0.0,388.0,2.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,0.0,1.0,0,normal
0.0,7.0,72.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,5.294,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.765,0.0,0.0,0.0,1.0,57.0,6.0,0.0,0.0,0.0,7,path_traversal
0.0,2.0,21.0,0.0,0.0,0.0,401.0,0.0,1.0,0.0,116.579,18.0,0.0,0.0,1.0,0.0,50.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,0.0,0.0,1.0,2,jwt_bypass
0.0,3.0,27.0,1.0,40.0,3.671,400.0,0.0,1.0,0.0,72.012,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0,normal
1.0,2.0,22.0,1.0,36.0,3.843,200.0,1.0,0.0,0.0,116.673,11.0,0.0,0.0,0.0,0.0,493.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0,normal
1.0,1.0,11.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,228.973,20.0,0.0,0.0,0.0,0.0,138.0,2.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,7.0,0.0,0.0,1.0,0,normal
0.0,3.0,35.0,0.0,0.0,0.0,500.0,0.0,0.0,1.0,575.071,8.0,0.0,0.0,0.0,0.0,52.0,3.7,4.0,0.0,0.0,0.923,0.0,0.0,0.0,0.0,1.0,50.0,6.0,0.0,1.0,1.0,9,command_injection
0.0,3.0,16.0,1.0,64.0,4.2,200.0,1.0,0.0,0.0,8.51,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1,bola
0.0,3.0,15.0,0.0,0.0,0.0,201.0,1.0,0.0,0.0,333.564,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,8.0,0.0,0.0,0.0,0,normal
1.0,3.0,32.0,1.0,40.0,3.8,200.0,1.0,0.0,0.0,22.383,0.0,0.0,0.0,0.0,0.0,121.0,4.103,3.0,0.0,0.925,0.0,0.0,0.0,0.0,0.0,1.0,62.0,8.0,0.0,0.0,2.0,10,xss
1.0,3.0,115.0,0.0,40.0,3.5,200.0,1.0,0.0,0.0,281.965,2.0,0.0,0.0,0.0,0.0,133.0,3.2,2.0,0.0,0.0,0.0,0.0,0.903,0.0,0.0,1.0,58.0,7.0,0.0,0.0,1.0,8,ssrf
1.0,3.0,118.0,0.0,40.0,3.5,400.0,0.0,1.0,0.0,314.839,21.0,0.0,0.0,0.0,0.0,56.0,3.2,2.0,0.0,0.0,0.0,0.0,0.857,0.0,0.0,1.0,87.0,7.0,0.0,0.0,1.0,8,ssrf
1.0,2.0,9.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,9.277,15.0,0.0,0.0,1.0,0.0,30.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,6,rate_abuse
0.0,3.0,18.0,1.0,79.0,4.205,200.0,1.0,0.0,0.0,59.844,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0,normal
1.0,2.0,14.0,1.0,113.0,3.76,200.0,1.0,0.0,0.0,41.376,12.0,0.0,0.0,0.0,0.0,1.0,2.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,12.0,0.0,0.0,2.0,0,normal
0.0,3.0,21.0,1.0,64.0,4.2,403.0,0.0,1.0,0.0,17.272,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1,bola
0.0,4.0,32.0,1.0,73.0,4.464,200.0,1.0,0.0,0.0,75.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0,normal
1.0,3.0,27.0,1.0,144.0,3.903,404.0,0.0,1.0,0.0,24.607,19.0,0.0,0.0,0.0,0.0,210.0,2.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0,normal
1.0,3.0,19.0,1.0,64.0,4.5,500.0,0.0,0.0,1.0,1650.168,4.0,0.0,0.0,0.0,0.0,708.0,4.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.941,0.0,0.0,8.0,0.0,0.0,2.0,12,prompt_injection
0.0,3.0,21.0,1.0,55.0,3.666,404.0,0.0,1.0,0.0,27.537,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,normal
0.0,1.0,8.0,1.0,175.0,4.562,200.0,1.0,0.0,0.0,29.94,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,normal
0.0,4.0,40.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,49.007,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0,normal
1.0,2.0,27.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,11.115,10.0,0.0,0.0,1.0,0.0,50.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,0.0,0.0,1.0,2,jwt_bypass
2.0,2.0,22.0,1.0,141.0,4.054,200.0,1.0,0.0,0.0,0.744,5.0,0.0,0.0,0.0,0.0,410.0,2.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0,normal
0.0,1.0,9.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,94.868,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0,normal
2.0,4.0,44.0,1.0,68.0,4.446,201.0,1.0,0.0,0.0,11.531,15.0,0.0,0.0,0.0,0.0,235.0,3.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0,normal
1.0,2.0,14.0,0.0,0.0,0.0,401.0,0.0,1.0,0.0,37.06,17.0,0.0,0.0,1.0,0.0,80.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,14,credential_stuffing
1.0,4.0,44.0,1.0,61.0,4.013,200.0,1.0,0.0,0.0,59.799,8.0,0.0,0.0,1.0,0.0,110.0,2.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,0.0,0.0,1.0,0,normal
0.0,2.0,11.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,11.842,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4,debug_access
0.0,3.0,30.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,97.796,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,10.0,0.0,0.0,0.0,0,normal
1.0,2.0,16.0,0.0,0.0,0.0,401.0,0.0,1.0,0.0,15.136,11.0,0.0,0.0,1.0,0.0,30.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,6,rate_abuse
1.0,1.0,7.0,1.0,111.0,4.462,200.0,1.0,0.0,0.0,19.649,14.0,0.0,0.0,0.0,0.0,385.0,3.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,8.0,0.0,0.0,2.0,0,normal
1.0,2.0,67.0,1.0,0.0,0.0,500.0,0.0,0.0,1.0,80.022,16.0,0.0,0.0,0.0,0.0,249.0,3.7,4.0,0.0,0.0,0.828,0.0,0.0,0.0,0.0,1.0,41.0,6.0,0.0,1.0,1.0,9,command_injection
0.0,3.0,20.0,1.0,64.0,4.2,200.0,1.0,0.0,0.0,22.461,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1,bola
2.0,2.0,16.0,1.0,64.0,4.4,400.0,0.0,1.0,0.0,35.185,23.0,0.0,0.0,0.0,0.0,432.0,3.643,0.0,0.0,0.0,0.0,0.0,0.0,0.994,0.0,0.0,0.0,9.0,0.0,0.0,2.0,11,mass_assignment
0.0,3.0,15.0,1.0,93.0,3.507,200.0,1.0,0.0,0.0,0.694,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0,normal
0.0,3.0,15.0,1.0,140.0,3.583,200.0,1.0,0.0,0.0,131.109,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,11.0,0.0,0.0,0.0,0,normal
3.0,4.0,36.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,120.108,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,12.0,0.0,0.0,0.0,0,normal
2.0,2.0,14.0,1.0,69.0,3.898,200.0,1.0,0.0,0.0,15.276,20.0,0.0,0.0,0.0,0.0,85.0,2.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,12.0,0.0,0.0,2.0,0,normal
2.0,1.0,6.0,1.0,140.0,4.64,200.0,1.0,0.0,0.0,14.258,20.0,0.0,0.0,0.0,0.0,479.0,3.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0,normal
0.0,2.0,26.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,72.648,14.0,0.0,0.0,1.0,0.0,50.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,0.0,0.0,1.0,2,jwt_bypass
1.0,2.0,14.0,0.0,0.0,0.0,401.0,0.0,1.0,0.0,21.815,14.0,0.0,0.0,1.0,0.0,80.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,14,credential_stuffing
1.0,4.0,44.0,1.0,95.0,3.681,200.0,1.0,0.0,0.0,19.447,2.0,0.0,0.0,0.0,0.0,82.0,3.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,11.0,0.0,0.0,2.0,0,normal
0.0,2.0,10.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,107.124,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4,debug_access
0.0,2.0,20.0,1.0,71.0,4.258,200.0,1.0,0.0,0.0,9.892,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0,normal
0.0,1.0,5.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,68.712,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0,normal
0.0,3.0,46.0,1.0,40.0,3.8,400.0,0.0,1.0,0.0,45.009,6.0,0.0,0.0,0.0,0.0,300.0,4.414,2.0,0.853,0.0,0.0,0.0,0.0,0.0,0.0,2.0,58.0,7.0,0.0,0.0,1.0,5,sql_injection
2.0,3.0,28.0,1.0,64.0,4.4,200.0,1.0,0.0,0.0,34.825,19.0,0.0,0.0,0.0,0.0,384.0,3.385,0.0,0.0,0.0,0.0,0.0,0.0,0.929,0.0,0.0,0.0,9.0,0.0,0.0,2.0,11,mass_assignment
1.0,3.0,21.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,205.464,16.0,0.0,0.0,0.0,0.0,160.0,2.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,6.0,0.0,0.0,1.0,0,normal
0.0,2.0,23.0,1.0,64.0,4.2,200.0,1.0,0.0,0.0,13.577,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1,bola
0.0,3.0,14.0,1.0,64.0,4.2,403.0,0.0,1.0,0.0,148.065,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1,bola
0.0,2.0,14.0,1.0,163.0,3.912,200.0,1.0,0.0,0.0,43.464,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,normal
3.0,3.0,15.0,1.0,109.0,3.968,200.0,1.0,0.0,0.0,111.01,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0,normal
0.0,2.0,15.0,1.0,0.0,0.0,200.0,1.0,0.0,0.0,8.588,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3,admin_access
0.0,4.0,59.0,0.0,0.0,0.0,400.0,0.0,1.0,0.0,117.309,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.926,0.0,0.0,0.0,1.0,42.0,6.0,0.0,0.0,0.0,7,path_traversal
1.0,1.0,52.0,1.0,40.0,3.8,400.0,0.0,1.0,0.0,38.796,5.0,0.0,0.0,0.0,0.0,228.0,4.691,3.0,0.899,0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,7.0,0.0,1.0,1.0,5,sql_injection
2.0,4.0,32.0,1.0,47.0,4.22,200.0,1.0,0.0,0.0,42.683,18.0,0.0,0.0,0.0,0.0,127.0,2.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0,normal
1.0,1.0,67.0,1.0,40.0,3.8,200.0,1.0,0.0,0.0,119.01,10.0,0.0,0.0,0.0,0.0,256.0,4.225,2.0,0.0,0.889,0.0,0.0,0.0,0.0,0.0,1.0,71.0,8.0,0.0,0.0,2.0,10,xss
1.0,2.0,17.0,0.0,0.0,0.0,401.0,0.0,1.0,0.0,85.956,1.0,0.0,0.0,1.0,0.0,50.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,0.0,0.0,1.0,2,jwt_bypass
1.0,1.0,87.0,1.0,40.0,3.8,400.0,0.0,1.0,0.0,109.238,21.0,0.0,0.0,0.0,0.0,372.0,3.843,2.0,0.0,0.925,0.0,0.0,0.0,0.0,0.0,1.0,52.0,8.0,0.0,0.0,2.0,10,xss
0.0,1.0,5.0,1.0,101.0,4.795,422.0,0.0,1.0,0.0,88.134,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0,normal
